aid,name,oid,organization
3808,Rami A. Abdallah,687,University of Illinois Urbana Champaign
3810,Riadh Ben Abdallah,1847,Institut National des Sciences Appliquées de Lyon
3811,Rima Abdallah,4876,American University of Beirut
3815,Saeed Abdallah,212,McGill University
3816,Salam Abdallah,3299,Abu Dhabi University
3818,Samer A. Abdallah,14456,Queen Mary University of London
3819,Samer M. Abdallah,3364,Beni-Suef University
3822,Sherief Abdallah,5549,British University in Dubai
3823,Shukri Abdallah,710,University of Maryland
3824,Tarek Abdallah,20607,Masdar Institute of Science and Technology
3826,Walid Abdallah,58,Réseau National Universitaire
3828,Yara Abdallah,13832,Ohio State University
3829,Zahraa Said Abdallah,12781,Monash University
3830,Houari Abdallahi,3157,University College London
3831,L. M. Ould Mohamed Abdallahi,1636,Institut Informatique et Mathématiques Appliquées de Grenoble
3833,Humberto Abdalla Jr.,17326,Universidade de Brasília
3834,Ahmed Abou-Elyazied Abdallh,17007,Ghent University
3837,Abderrazek Abdaoui,18606,University of Technology of Troyes
3839,Rahma Abdaoui,7742,Groupe Esiee Paris École Supérieure d'Ingénieurs
3840,Faiza Abdat,18017,Paul Verlaine University – Metz
3842,Mourad Abdat,1859,Claude Bernard University Lyon 1
3845,Sjarif Abdat,6745,Curtin University of Technology
3848,Said Abdeddaim,18051,University of Rouen
3849,Yasmina Abdeddaim,7742,Groupe Esiee Paris École Supérieure d'Ingénieurs
3851,Hani Abdeen,1617,The French National Institute for Research in Computer Science and Control
3853,Mohammad Abdeen,3667,Ain Shams University
3858,Amir H. Abdekhodaee,3206,Commonwealth Scientific and Industrial Research Organization
3864,Radwan E. Abdel-Aal,11476,King Fahd University of Petroleum & Minerals
3865,Safa Abdel-Aal,5189,Benha University
3867,Mostafa Abdel-Aleem,15661,Staffordshire University
3869,Nassar H. Abdel-All,4913,Assiut University
3874,Mahmoud Abdel-Aty,15494,Sohag University
3876,Mohamed A. Abdel-Aty,16745,University of Central Florida
3877,Hoda S. Abdel-Aty-Zohdy,13679,Oakland University
3879,Mostafa Abdel-Aziem,1549,The Kingdom University
3880,Mohamed Mostafa Abdel-Azim,16007,Taibah University
3881,A. A. Abdel-Aziz,1586,Technical Research Centre of Finland
3883,Bassem Abdel-Aziz,18226,University of Ottawa
3885,H. A. Abdel-Aziz,4885,American University in Cairo
3888,M. M. Abdel-Aziz,4885,American University in Cairo
3890,Mohammedi R. Abdel-Aziz,11817,Kuwait University
3892,Yehia A. Abdel-Aziz,21445,of Astronomy and Geophysics Helwan
3893,Nashwa Abdel-Baki,17908,University of Ulm
3894,Rashad A. Abdel-Baky,4913,Assiut University
3895,Amr R. Abdel-Dayem,11969,Laurentian University
3896,Mahmoud Abdel-Fatah,4913,Assiut University
3903,Ahmed H. Abdel-Gawad,14369,Purdue University
3906,H. I. Abdel-Gawad,6658,Cairo University
3910,Hisham Abdel-Ghaffar,4114,Arab Academy for Science & Technology and Maritime Transport
3911,Khaled A. S. Abdel-Ghaffar,16729,University of California Davis
3913,Ahmed Abdel-Hadi,18561,University of Texas Austin
3915,Saleh Abdel-Hafeez,11250,Jordan University of Science & Technology
3917,Ahmed Abdel-Hafez,18226,University of Ottawa
3918,Khader S. Abdel-Hafez,20666,Synopsys
3919,Mamoun F. Abdel-Hafez,4924,American University of Sharjah
3920,Mohammed Abdelhafez,16565,United Arab Emirates University
3921,Alaa E. Abdel-Hakim,4913,Assiut University
3925,Mona R. E. Abdel-Halim,6658,Cairo University
3927,H. F. Abdel-Hameed,15888,South Valley University
3928,M. S. Abdel-Hameed,16565,United Arab Emirates University
3931,Alaa H. Abdel-Hamid,3364,Beni-Suef University
3933,Amr T. Abdel-Hamid,9284,German University in Cairo
3935,Ayman Abdel-Hamid,4114,Arab Academy for Science & Technology and Maritime Transport
3937,Eid M. Abdel-Hamid,6658,Cairo University
3943,Tarek K. Abdel-Hamid,568,Massachusetts Institute of Technology
3944,W. Abdel-Hamid,14635,Royal Military College Canada
3945,Yousry Abdel-Hamid,18628,University of Victoria
3946,B. A. Abdel-Hamida,16565,United Arab Emirates University
3949,Hussein Abdel-jaber,11940,Lancaster University
3955,Rabab Abdel-Kader,15012,Suez Canal University
3956,Rehab F. Abdel-Kader,15012,Suez Canal University
3959,Rawan Abdel-Khalek,17233,University of Michigan
3961,A. Abdel-Khalik,4488,Alexandria University
3965,Youssef Lotfy Abdel-Magid,16565,United Arab Emirates University
3967,Mohamed Abdel-Maguid,15661,Staffordshire University
3969,Mohammad Abdel-Majeed,18400,University of Southern California
3971,Aiman A. Abdel-Malek,23028,General Electric Company
3972,Hany L. Abdel-Malek,6658,Cairo University
3973,Karim Abdel-Malek,17062,University of Iowa
3974,Layek Abdel-Malek,13361,New Jersey Institute of Technology
3975,Layek L. Abdel-Malek,13361,New Jersey Institute of Technology
3977,Nader H. Abdel-massieh,12521,Minufiya University
3981,Shaimaa Abdel-Moety,4488,Alexandria University
3989,Ibrahim M. Abdel-Motaleb,13349,Northern Illinois University
3990,Abou-Bakr Abdel-Moteleb,12470,Middlesex University
3991,Mohamed Abdel-Mottaleb,12611,University of Miami
3992,N. Abdel-Mottaleb,3667,Ain Shams University
3994,Ahmed Abdel-Naby,6658,Cairo University
3995,Sameh Abdel-Naby,3788,Università degli Studi di Trento
3999,Ikhlas Abdel-Qader,19122,Western Michigan University
4002,Esam Abdel-Raheem,18656,University of Windsor
4005,Ahmed Abdel-Rahim,5690,Case Western Reserve University
4010,Eihab M. Abdel-Rahman,9225,University of Waterloo
4013,Essam O. Abdel-Rahman,2215,University of Bonn
4014,Gamal M. Abdel-Rahman,5189,Benha University
4017,Mohammad Abdel-Rahman,19512,Yonsei University
4019,Osama Abdel-Rahman,16745,University of Central Florida
4020,S. Z. Abdel-Rahman,6239,Clarkson University
4022,T. S. Abdel-Rahman,17233,University of Michigan
4024,A. A. Abdel-Raouf,16795,University of Connecticut
4032,Abdou M. Abdel-Rehim,5108,Baylor University
4037,Mazen Abdel-Salam,4913,Assiut University
4039,Ayman A. Abdel-Samad,17249,University of Minnesota
4041,M. A. Abdel-Sattar,6658,Cairo University
4042,Salah Abdel-Sattar,4913,Assiut University
4043,Hazim Abdel-Shafi,14595,Rice University
4044,Marian Abdel-Shahid,4885,American University in Cairo
4047,Ashraf H. Abdel-Wahab,18197,University of Khartoum
4050,M. Saied Abdel-Wahab,3667,Ain Shams University
4056,Osama Abdel-Wahhab,11476,King Fahd University of Petroleum & Minerals
4057,Abdelnasser Abdelaal,18119,University of Nebraska Omaha
4059,Medhat Mohamed Ahmed Abdelaal,3667,Ain Shams University
4062,Rana A. Abdelaal,6658,Cairo University
4064,D. Abdelahad,4876,American University of Beirut
4066,Ahmed Abdelal,5775,City University of New York
4067,Abdessalem Ben Abdelali,58,Réseau National Universitaire
4068,Ahmed Abdelali,13415,New Mexico State University
4069,Dorra Abdelali,1636,Institut Informatique et Mathématiques Appliquées de Grenoble
4070,Mahmoud Abdelall,6658,Cairo University
4071,M. Abdelaoui,18051,University of Rouen
4076,L. Abdelatif,18073,Bergische University Wuppertal
4077,Mohamed A. Abdelatif,3294,University of Cape Town
4078,Tamer Abdelatif,14595,Rice University
4079,Hussein Abdelaty,3667,Ain Shams University
4081,Sherif Abdelazeem,4885,American University in Cairo
4085,T. Abdelazim,16690,University of Calgary
4086,A. Abdelaziz,4424,Ajman University of Science & Technology
4092,Fouad Ben Abdelaziz,4924,American University of Sharjah
4100,M. A. M. Abdelaziz,15888,South Valley University
4102,Mohamed Abdelaziz,3667,Ain Shams University
4105,Ouamri Abdelaziz,18062,Université Abou Bekr Belkaid Tlemcen
4106,Salih Abdelaziz,1780,UMR7005 Laboratoire des Sciences de l'Image de l'Informatique et de la Télédétection
4107,Salwa Abdelaziz,6658,Cairo University
4109,Sameh Abdelaziz,1780,UMR7005 Laboratoire des Sciences de l'Image de l'Informatique et de la Télédétection
4110,Tawfig Abdelaziz,3942,University of Garyounis
4115,Hossam Abdelbaki,16745,University of Central Florida
4119,Ashraf M. Abdelbar,4885,American University in Cairo
4124,A. Abdeldaim,1381,King Faisal Specialist Hospital & Research Centre
4125,Hossin Abdeldayem,377,National Aeronautics and Space Administration United States
4128,Hanane Abdeldjelil,19642,Zayed University
4131,Walid Farid Abdelfatah,14475,Queen's University Kingston
4135,Eman Abdelfattah,5448,University of Bridgeport
4139,Mohamed Abdelfattah,4133,University of Aberdeen
4143,Riadh Abdelfattah,58,Réseau National Universitaire
4144,K. M. Abdelgaber,9577,Helwan University
4148,Ahamed Adam Abdelgadir,15014,South China University of Technology
4149,Ahmed Abdelgawad,12146,University of Louisiana at Lafayette
4152,Amr Abdelgawad,16448,Texas Tech University Health Sciences Center
4159,M. N. Abdelghani,16371,University of Toronto
4160,Maher Abdelghani,58,Réseau National Universitaire
4162,Motasem Abdelghani,14472,Queen's University Belfast
4163,M. A. Abdelghani-Idrissi,18051,University of Rouen
4164,Ahmed F. Abdelghany,7603,Embry Riddle Aeronautical University
4166,Khaled F. Abdelghany,15453,Southern Methodist University
4167,Mahmoud A. Abdelghany,11899,Kyushu University
4171,Mahdi Abdelguerfi,18111,University of New Orleans
4175,Ameer Abdelhadi,14919,University of British Columbia
4176,B. Abdelhadi,17935,Université de Batna
4179,Ahmed F. Abdelhady,4880,Auburn University
4181,H. M. Abdelhafez,2281,University of Nis
4183,Mohamed Abdelhafez,4885,American University in Cairo
4192,Ehab Abdelhafiz,3612,University of Louisville
4196,Sherine Abdelhak,12146,University of Louisiana at Lafayette
4198,Mai Abdelhakim,10065,Michigan State University
4201,Amany Abdelhalim,18628,University of Victoria
4203,Islam Abdelhalim,15837,University of Surrey
4204,Karim Abdelhalim,16371,University of Toronto
4206,Mohamed B. Abdelhalim,4114,Arab Academy for Science & Technology and Maritime Transport
4212,Abdelhamid S. Abdelhamid,12321,Mansoura University
4213,Ahmed Mohamed AbdelHamid,1460,Interuniversity Microelectronics Center
4215,Ehab Abdelhamid,4885,American University in Cairo
4225,Tarik K. Abdelhamid,4913,Assiut University
4226,Yasser Abdelhamid,5,Central Laboratory for Agricultural Expert Systems
4228,Kadry Abdelhamied,11962,Louisiana Tech University
4230,Maha S. Abdelhaq,17111,Universiti Kebangsaan Malaysia
4231,Ahmad Abdelhay,20623,TIMA Laboratory
4245,Jounaidi Abdeljaoued,58,Réseau National Universitaire
4248,Yousri Abdeljaoued,7588,École Polytechnique Fédérale de Lausanne
4249,Thabet Abdeljawad,5658,Cankaya University
4252,Fahd Ben Abdeljelil,1732,Université de Nice Sophia Antipolis
4253,A. Abdelkader,16468,Darmstadt University of Technology
4256,Ahmed Abdelkader,16468,Darmstadt University of Technology
4259,Hachemi Abdelkader,14771,Rheinisch Westfalische Technische Hochschule Aachen
4261,Khalid Abdelkader,16541,University of Antwerp
4262,Manel Abdelkader,58,Réseau National Universitaire
4265,Mohamed F. Abdelkader,710,University of Maryland
4270,Tamer Abdelkader,9225,University of Waterloo
4272,Yousry H. Abdelkader,4488,Alexandria University
4274,Nizar Abdelkafi,17625,Alpen Adria Universität Klagenfurt
4282,Atef Abdelkefi,13557,Norwegian University of Science & Technology
4284,Fatma Abdelkefi,58,Réseau National Universitaire
4286,Ahmed M. Abdelkhalek,16371,University of Toronto
4291,Abdelli Abdelkrim,18062,Université Abou Bekr Belkaid Tlemcen
4292,Afef Abdelkrim,58,Réseau National Universitaire
4296,Mohamed Naceur Abdelkrim,58,Réseau National Universitaire
4298,Kenzu Abdella,16360,Trent University
4301,Yisak Abdella,13557,Norwegian University of Science & Technology
4313,M. Abdellaoui,9553,Hec Group International Management School
4318,Refka Abdellaoui,7548,École Nationale Supérieure d'Ingénieurs de Caen
4320,Soulimane Abdellaoui,17675,Philipps University Marburg
4326,Abdelaziz Abdellatif,58,Réseau National Universitaire
4332,Hair Abdellatif,8875,Faculté des Sciences et Techniques de Beni-Mellal
4334,Houssem Abdellatif,17605,University of Hannover
4336,Mahmoud Abdellatif,11475,King Faisal University
4338,Mazen Abdellatif,20686,Iowa City VA Medical Center
4340,Mohamed Abdellatif,1819,University of Toulouse
4341,Mohammad M. Abdellatif,11476,King Fahd University of Petroleum & Minerals
4343,Nehla Abdellatif,58,Réseau National Universitaire
4345,Slim Abdellatif,1689,Laboratory of Analysis and Architecture of Systems
4346,Takoua Abdellatif,1717,UPR3251 Laboratoire d'Informatique pour la Mécanique et Les Sciences de l'Ingénieur
4347,Taoufik Ben Abdellatif,11764,King Saud University
4349,Thouraya Abdellatif,1729,École Normale Supérieure Cachan
4350,Olfa Abdellatif-Kaddour,1689,Laboratory of Analysis and Architecture of Systems
4351,M. H. Abdellha,15888,South Valley University
4353,Nabil Abdelli,58,Réseau National Universitaire
4355,Wael W. Abdelmageed,710,University of Maryland
4356,Tamer F. Abdelmaguid,6658,Cairo University
4359,Abdelhafid Abdelmalek,18062,Université Abou Bekr Belkaid Tlemcen
4362,Nabih N. Abdelmalek,17935,Université de Batna
4370,Yousef M. Abdelmalek,5775,City University of New York
4373,Ahmed Abdelmeged,13235,Northeastern University
4377,Walid Abdelmoez,4114,Arab Academy for Science & Technology and Maritime Transport
4383,M. Abdelmoneum,20534,Intel Corporation
4386,Alia I. Abdelmoty,6030,Cardiff University
4389,Mariem Abdelmoula,1617,The French National Institute for Research in Computer Science and Control
4390,R. Abdelmoula,1824,Paris 13 University
4397,Hossam Abdelmunim,3667,Ain Shams University
4401,A. Farras Abdelnour,606,Sloan Kettering Memorial Cancer Center
4403,Ghassan Abdelnour,13856,University of Oklahoma
4405,Humberto J. Abdelnur,1649,Laboratoire Lorrain de Recherche en Informatique et Ses Applications
4408,Moussaoui Abdelouahab,18062,Université Abou Bekr Belkaid Tlemcen
4410,Zair Abdelouahab,16959,Universidade Federal do Maranhão
4411,Abdelkaher Ait Abdelouahad,7439,École Mohammadia d'Ingénieurs
4416,Mohamed Ahmed Abdelraheem,16745,University of Central Florida
4419,Tamer A. Abdelrahim,3667,Ain Shams University
4425,El-Sayed M. Abdelrahman,6658,Cairo University
4431,Mohamed A. Abdelrahman,3667,Ain Shams University
4432,Mostafa Abdelrahman,3612,University of Louisville
4433,N. M. Abdelrahman,9225,University of Waterloo
4434,Omer H. Abdelrahman,10527,Imperial College London
4435,Samir AbdelRahman,3735,Vanderbilt University
4440,Tarek S. Abdelrahman,16371,University of Toronto
4441,Wael Abdelrahman,6898,Deakin University
4444,Ashraf AbdelRaouf,13484,University of Nottingham
4446,Roshdy A. AbdelRassoul,4114,Arab Academy for Science & Technology and Maritime Transport
4447,Abdelmageed Elsadek Abdelrazek,58,Réseau National Universitaire
4451,Mohamed AbdelRazik,3667,Ain Shams University
4452,Mohamed B. E. Abdelrazik,4885,American University in Cairo
4457,Abubkr Abdelsadiq,1403,Newcastle University
4461,Ahmed Abdelsalam,2976,University of Indonesia
4465,Hady S. AbdelSalam,13710,Old Dominion University
4468,Hisham M. E. Abdelsalam,6658,Cairo University
4471,Mohamed Abdelsalam,4488,Alexandria University
4474,Wegdan Abdelsalam,14288,Prince Sultan University
4475,Abdelazeem A. Abdelsalamy,15012,Suez Canal University
4477,Hossam Abdelsamed,18579,University of Tennessee Health Science Center Memphis
4483,Suzan Abdelshahid,4885,American University in Cairo
4485,Nourtan Abdeltawab,18579,University of Tennessee Health Science Center Memphis
4486,A. A. Abdelwahab,11817,Kuwait University
4492,Moataz M. Abdelwahab,13312,Nile University
4496,El Hassan Abdelwahed,7809,Université Cadi Ayyad
4497,Mohamed F. Abdelwahed,11360,King Abdulaziz University
4498,Mohammed Abdelwahed,58,Réseau National Universitaire
4499,Sherif Abdelwahed,12891,Mississippi State University
4502,Ahmed Abdelzaher,18706,Virginia Commonwealth University
4503,Tarek F. Abdelzaher,687,University of Illinois Urbana Champaign
4505,Larbi Abdenebaoui,2196,University of Bremen
4507,Akram Abdennadher,14286,Pennsylvania State University
4511,Nabil Abdennadher,9612,Hautes Écoles Specialisees Geneve
4513,Salem Abdennadher,20534,Intel Corporation
4514,Slim Abdennadher,9284,German University in Cairo
4515,Marwen Abdennebi,7550,École Nationale Supérieure d'Informatique pour l'Entreprise et l'Industrie
4519,Adel Abdennour,11764,King Saud University
4521,Ridha Ben Abdennour,58,Réseau National Universitaire
4524,Ben A. Abderazek,16888,University of Electro-Communications
4528,Kamel Abderrahim,58,Réseau National Universitaire
4530,Mohamed Abderrahim,16676,Universidad Carlos III de Madrid
4539,Lahcene Hadj Abderrahmane,18062,Université Abou Bekr Belkaid Tlemcen
4542,Jesus C. Abderraman,16353,Universidad Politécnica de Madrid
4547,Mohamed El Kadi Abderrezzak,1657,UMR8623 Laboratoire de Recherche en Informatique
4549,Djaffar Ould Abdeslam,7532,Upper Alsace University
4553,Talel Abdessalem,1807,Paris Dauphine University
4556,Abdelkader Abdessameud,5440,University of Western Ontario
4557,Abdelhamid Abdesselam,3921,Universiti Malaysia Sarawak
4561,Amir Abdessemed,18432,Université de Sherbrooke
4562,Foudil Abdessemed,18062,Université Abou Bekr Belkaid Tlemcen
4563,Mohamed Rida Abdessemed,18062,Université Abou Bekr Belkaid Tlemcen
4565,Fehmi Ben Abdesslem,1654,Laboratoire d'Informatique de Paris 6
4571,Afshin Abdi,15183,Sharif University of Technology
4573,Ali Abdi,13361,New Jersey Institute of Technology
4581,F. Abdi,6625,California State University Long Beach
4585,Hamid Abdi,6898,Deakin University
4586,Herve Abdi,18543,University of Texas Dallas
4587,Javad Abdi,15606,Islamic Azad University Tehran Science & Research Branch
4589,M. K. Abdi,17258,Université de Montreal
4590,M. Reza Abdi,5421,University of Bradford
4593,Mohamed Nidhal Abdi,58,Réseau National Universitaire
4600,Samar Abdi,6400,Concordia University
4603,Sulmaz Abdi,11011,Iran University of Science & Technology
4608,Niyaz Abdikeev,14542,Plekhanov Russian Academy of Economics
4610,Yerkin Abdildin,687,University of Illinois Urbana Champaign
4619,Sahel Abdinia,11643,Khaje-Nassir-Toosi University of Technology
4620,Sue Abdinnour-Helm,19051,Wichita State University
4621,Abdolali Abdipour,4935,Amirkabir University of Technology
4624,Mohammad Taghi Abdizadeh,15183,Sharif University of Technology
4625,Moad-El Abdl,15262,Shanghai University
4626,Sherif Abdleazeem,4885,American University in Cairo
4632,Anis Abdmouleh,7489,École Nationale d'Ingénieurs de Metz
4635,A. Abdo,9179,George Mason University
4637,Ahmad Abdo,3446,Dhofar University
4640,Ali Abdo,20753,Faculty of Electrical Engineering Gerhard-Mercator-University Duisburg
4645,Hosam Abdo,2135,Free University of Berlin
4648,Jamil Abdo,15604,Sultan Qaboos University
4649,Mahmoud Zaki Abdo,17707,University of Münster
4650,Mahmud Abdo,18226,University of Ottawa
4651,Mohamed Abdo,18329,Université du Quebec Montreal
4652,Nichola Abdo,2141,University of Fribourg
4654,Tamer M. Abdo,6658,Cairo University
4659,A. M. Abdoessalam,12311,University of Manchester
4660,Mohamad Abdolahi,4935,Amirkabir University of Technology
4661,Shamsolla Abdolahpour,15999,University of Tabriz
4665,Fatemeh Abdolali,4935,Amirkabir University of Technology
4667,Reza Abdolee,212,McGill University
4676,Mansour Abdoli,2420,University Medical Center Groningen
4678,Mohammad Ali Abdoli,18523,University of Tehran
4679,Mohammad Javad Abdoli,9225,University of Waterloo
4682,Fatemeh Abdolkarimzadeh,18351,Urmia University
4686,A. Abdollahi,15231,Shiraz University
4688,Afshin Abdollahi,16803,University of California Riverside
4691,Amir Abdollahi,12763,Tarbiat Modares University
4695,Farzaneh Abdollahi,4935,Amirkabir University of Technology
4700,Kamran Abdollahi,10106,Islamic Azad University
4705,Meisam Abdollahi,15183,Sharif University of Technology
4706,Mohammad Abdollahi,14941,Shaheed Beheshti University of Medical Sciences
4713,Seyed Reza Abdollahi,5477,Brunel University
4718,Golnaz Abdollahian,14369,Purdue University
4719,Mali Abdollahian,14641,RMIT University
4723,M. R. Abdollahpour,17178,University of Mohaghegh Ardabili
4725,Alireza Abdollahpouri,2212,University of Hamburg
4726,Mohammad Abdollahpouri,11643,Khaje-Nassir-Toosi University of Technology
4731,A. Abdollahzadeh,4935,Amirkabir University of Technology
4733,Ahmad Abdollahzadeh Barforoush,4935,Amirkabir University of Technology
4734,Asaad Abdollahzadeh,10028,Heriot-Watt University
4737,Fatemeh Abdollahzadeh,20855,Loughborough University of Technology
4739,M. Abdollahzadeh,11643,Khaje-Nassir-Toosi University of Technology
4740,Makan Abdollahzadeh,11778,Royal Institute of Technology
4742,Sohrab Abdollahzadeh,3969,Urmia University of Technology
4746,Parviz Abdolmaleki,12763,Tarbiat Modares University
4748,H. R. Abdolmohammadi,11011,Iran University of Science & Technology
4754,Azadeh Abdolrazaghi,2460,University of Oslo
4756,Mohammad Abdolshah,10106,Islamic Azad University
4762,Masoud Abdolzadeh,10144,Islamic Azad University Kerman
4763,Ali Abdool,16795,University of Connecticut
4765,Bilal Abdool-Rassool,3144,King's College London
4766,Rishaad Abdoola,16506,Tshwane University of Technology
4769,Monireh Abdoos,11011,Iran University of Science & Technology
4770,Amin Abdossalami,12439,McMaster University
4773,Ahmed Saad Abdou,3667,Ain Shams University
4779,George H. Abdou,6400,Concordia University
4780,Hussein A. Abdou,14827,University of Salford
4781,Ikram E. Abdou,16846,University of Delaware
4786,Latifa Abdou,17937,Université Mohamed Khider Biskra
4787,M. A. Abdou,710,University of Maryland
4791,Samir Abdou,17715,Université de Neuchâtel
4792,Sherif Abdou,6658,Cairo University
4795,Wahabou Abdou,1876,Université de Franche Comté
4800,Gassan Abdoulaev,6375,Columbia University
4805,Majed Abdouli,58,Réseau National Universitaire
4811,M. Abdoune,212,McGill University
4813,M'hammed Abdous,13710,Old Dominion University
4815,Atef Abdrabou,16565,United Arab Emirates University
4818,Heba Abdrabu,11360,King Abdulaziz University
4824,Eman Abdu,5775,City University of New York
4826,Hasina Abdu,17233,University of Michigan
4831,Radhwan M. Abduallah,16351,Universiti Putra Malaysia
4833,Diana Abdueva,18400,University of Southern California
4836,Kanat S. Abdukhalikov,17532,TU Dortmund University
4837,Turghunjan Abdukirim Turuki,19394,Xinjiang Normal University
4843,Sajan Abdul,11925,Lakehead University
4844,Wadood Abdul,11764,King Saud University
4845,A. S. Abdul-Ahad,5421,University of Bradford
4847,Mohammed A. Abdul-Aziz,12203,Lund University
4850,Abdulla H. Abdul-Gader,11476,King Fahd University of Petroleum & Minerals
4852,Jalal Abdul-Ghaffar,11476,King Fahd University of Petroleum & Minerals
4858,Ahmed Abdul-Hamid,20355,Microsoft
4862,Beatriz Abdul-Jalbar,17144,Universidad de La Laguna
4863,Samir H. Abdul-Jauwad,11476,King Fahd University of Petroleum & Minerals
4867,Walid Abdul-Kader,18656,University of Windsor
4870,M.-A. Abdul-Karim,14697,Rensselaer Polytechnic Institute
4871,Majid A. H. Abdul-Karim,18189,University of Baghdad
4873,A. Abdul-Khaliq,5630,California Institute of Technology
4876,Omar M. Abdul-Latif,5012,University of Balamand
4877,Shekh Faisal Abdul-Latip,18228,University of Wollongong
4878,Muhammad Abdul-Mageed,10565,Indiana University
4880,M. Asem Abdul-Malak,4876,American University of Beirut
4884,Ziyad Abdul-Mehdi,12746,Multimedia University
4888,Alfarez Abdul-Rahman,3157,University College London
4890,Alias Abdul-Rahman,3965,Universiti Teknologi Malaysia
4892,Houssam M. Abdul-Rahman,11250,Jordan University of Science & Technology
4894,K. H. Abdul-Rahman,10444,Illinois Institute of Technology
4896,Omar Abdul-Rahman,9832,Hokkaido University
4900,Hairul A. Abdul-Rashid,12746,Multimedia University
4903,Ayad A. Abdul-Razzak,18216,University of Mosul
4910,Sabah A. Abdul-Wahab,15604,Sultan Qaboos University
4911,Rasha Shakir Abdul-Wahhab,3304,Ahlia University
4918,Waleed Abdullah Abdulaal,11360,King Abdulaziz University
4919,Aziz Abdulagatov,6364,University of Colorado Boulder
4923,Jamal-Deen Abdulai,9148,University of Glasgow
4924,M. Abdulai,566,University of California Berkeley
4928,Yousry M. AbdulAzeem,12321,Mansoura University
4934,Nidhal K. Abdulaziz,18230,University of Wollongong in Dubai
4939,Rasha Shaker Abdule-Wahab,3948,University of Technology Iraq
4941,Abdullah R. Abdulgafer,11817,Kuwait University
